phone,sid,lead_uuid,answers,notes
2194644400,CAdd5dc300acfc013307f10d1e6fd1ef8e,a376ec90-aa83-0133-9f04-395b5c4cc364,"{""9216"":46035,""9217"":46044,""9218"":46045}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
2194647348,CAdd5fc7b0acfc013307f10d1e6fd1ef8e,a3785420-aa83-0133-9f04-395b5c4cc364,"{""9216"":46039,""9217"":46041,""9218"":46047}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
2194644923,CAdd61ab20acfc013307f10d1e6fd1ef8e,a3779820-aa83-0133-9f04-395b5c4cc364,"{""9216"":46038,""9217"":46041,""9218"":46047}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
2194647143,CAdd638190acfc013307f10d1e6fd1ef8e,a3780420-aa83-0133-9f04-395b5c4cc364,"{""9216"":46034,""9217"":46044,""9218"":46045}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
2194647331,CAdd65cf10acfc013307f10d1e6fd1ef8e,a37846f0-aa83-0133-9f04-395b5c4cc364,"{""9216"":46034,""9217"":46044,""9218"":46047}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
2194647315,CAdd684550acfc013307f10d1e6fd1ef8e,a3783040-aa83-0133-9f04-395b5c4cc364,"{""9216"":46037,""9217"":46042,""9218"":46045}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
2194647321,CAdd6a2fc0acfc013307f10d1e6fd1ef8e,a3783730-aa83-0133-9f04-395b5c4cc364,"{""9216"":46036,""9217"":46041,""9218"":46046}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
2194644461,CAdd6cb530acfc013307f10d1e6fd1ef8e,a3771850-aa83-0133-9f04-395b5c4cc364,"{""9216"":46034,""9217"":46041,""9218"":46047}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
2194644332,CAdd6ed6c0acfc013307f10d1e6fd1ef8e,a376d090-aa83-0133-9f04-395b5c4cc364,"{""9216"":46040,""9217"":46042,""9218"":46047}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
2194647305,CAdd70b5e0acfc013307f10d1e6fd1ef8e,a3782940-aa83-0133-9f04-395b5c4cc364,"{""9216"":46036,""9217"":46042,""9218"":46045}","{""2578"":""This is a note for 2578 on Charbonneau 1.31""}"
